throat.PC1_loser,throat.PC2_loser,throat.PC3_loser,frontleg.PC1_loser,frontleg.PC2_loser,frontleg.PC3_loser,badge.PC1_loser,badge.PC2_loser,badge.PC3_loser,badge.size_loser,testosterone_loser,SVL_loser,head.length_loser,head.width_loser,head.height_loser,condition_loser,repro.tactic_loser,throat.PC1_winner,throat.PC2_winner,throat.PC3_winner,frontleg.PC1_winner,frontleg.PC2_winner,frontleg.PC3_winner,badge.PC1_winner,badge.PC2_winner,badge.PC3_winner,badge.size_winner,testosterone_winner,SVL_winner,head.length_winner,head.width_winner,head.height_winner,condition_winner,repro.tactic_winner,label
-12.4728991,-0.770780124,-1.613860785,0.436,-5.065,-4.973,1.392,-5.751,-3.608,230.354,786.9,-1.84415584415585,0.294760257,0.011754925,0.396345856,-0.416100212,0,-9.194292851,-2.128292473,-0.996750875,-7.55,-4.937,2.764,-12.07,-1.402,-1.632,290.964,0.0,1.15584415584415,-0.294599479,-1.042426734,0.137314393,0.128467926,1,-1
10.94105791,6.927858308,2.954604237,0.113,2.014,4.521,-1.749,-0.68,4.285,349.262,4106.4,3.15584415584415,0.569160697,-0.425214507,0.76462675,-0.608486649,0,9.761411168,5.332368508,4.179407706,0.664,2.191,0.768,-4.537,5.081,0.83,273.474,3060.0,1.15584415584415,0.065400521,0.057573266,-0.372685607,-0.271532074,0,-1
11.4483628,-4.419051504,-3.171007547,7.289,8.197,-0.519,15.324,7.234,4.793,308.977,2039.2,-5.84415584415585,-0.122760094,-0.842669529,-0.018278859,-0.542191062,0,4.179960178,-0.660704615,-0.860443877,-4.007,-0.581,4.33,-1.694,0.448,0.052,308.962,2519.2,0.15584415584415,-0.041479567,0.908967152,-1.326341786,-0.553054787,1,-1
11.4483628,-4.419051504,-3.171007547,7.289,8.197,-0.519,15.324,7.234,4.793,308.977,2039.2,-5.84415584415585,-0.122760094,-0.842669529,-0.018278859,-0.542191062,0,-10.20911585,-1.871980053,1.874141611,-2.649,1.705,-1.903,3.35,0.544,-1.966,332.31,0.0,0.15584415584415,0.208520433,0.288967152,0.213658214,-0.753054787,1,-1
11.4483628,-4.419051504,-3.171007547,7.289,8.197,-0.519,15.324,7.234,4.793,308.977,2039.2,-5.84415584415585,-0.122760094,-0.842669529,-0.018278859,-0.542191062,0,-10.18443785,-1.828680457,-1.174233792,-2.303,0.359,4.121,0.964,-2.042,-1.507,271.873,676.64,-1.84415584415585,0.224760257,1.811754925,-0.603654144,0.083899788,1,-1
-4.644253338,4.056098652,0.155753856,-3.128,-2.276,5.52,1.772,-1.878,2.042,221.637,2927.8,-1.84415584415585,-0.155239743,-0.008245075,-0.683654144,-0.416100212,0,-5.787392297,3.595704887,-1.009858698,-3.286,8.261,-6.223,-2.281,0.629,-1.817,272.235,2049.0,-3.84415584415585,0.141000081,-0.495457302,-0.150966501,-0.379145637,0,-1
14.36735985,-5.549187116,0.090153698,1.838,5.407,2.954,0.645,1.071,6.443,280.563,2627.8,4.15584415584415,0.306040785,0.203391607,0.218282929,0.973036063,0,-1.1621682,1.066431242,3.215203432,0.806,-2.859,3.524,-5.32,-1.46,-1.842,225.12,1758.3,1.15584415584415,-0.044599479,-0.142426734,0.917314393,-0.071532074,1,-1
14.36735985,-5.549187116,0.090153698,1.838,5.407,2.954,0.645,1.071,6.443,280.563,2627.8,4.15584415584415,0.306040785,0.203391607,0.218282929,0.973036063,0,2.859732156,-5.244052981,0.417345789,-5.248,5.056,-5.143,-7.046,-0.836,-0.685,242.772,2975.4,3.15584415584415,0.369160697,0.334785493,-0.16537325,-0.008486649,1,-1
10.69830745,-6.518974361,-2.618518679,-6.764,-2.915,1.477,-1.77,0.175,3.415,322.876,1856.1,1.15584415584415,-0.344599479,-0.772426734,0.357314393,-0.271532074,0,-1.593663809,0.580945697,1.157616284,3.008,-1.041,-0.777,-4.874,-1.831,-0.595,320.471,1428.98,-3.84415584415585,0.781000081,0.774542698,-1.360966501,0.820854363,0,-1
-0.431544062,6.66449527,3.29264143,-8.617,-2.562,3.221,-6.883,-2.303,2.183,264.405,607.68,1.15584415584415,0.015400521,-1.142426734,-0.372685607,-0.471532074,0,-6.695933472,-1.611787757,-0.073069055,0.825,0.874,2.075,3.346,0.133,-2.209,243.78,1621.3,0.15584415584415,-0.091479567,-0.001032848,-0.146341786,-1.153054787,1,-1
2.74294069,6.02047481,1.610695602,-3.355,-3.455,1.875,4.212,-5.668,5.801,296.903,1770.22,0.15584415584415,0.498520433,-0.211032848,0.463658214,-0.553054787,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
2.74294069,6.02047481,1.610695602,-3.355,-3.455,1.875,4.212,-5.668,5.801,296.903,1770.22,0.15584415584415,0.498520433,-0.211032848,0.463658214,-0.553054787,0,-12.83617729,-0.361459311,-2.16390259,3.805,7.88,-4.494,4.727,4.46,-4.386,282.032,2027.4,-2.84415584415585,-0.522119831,-0.736851189,0.372689678,0.002377076,0,-1
12.55337577,3.732216294,1.739846772,3.876,6.245,2.931,9.389,1.859,8.571,327.152,0.0,-1.84415584415585,-0.025239743,0.111754925,0.476345856,-0.116100212,1,-2.667779967,-1.728003634,5.73257915,-4.762,5.005,-3.074,-5.297,4.966,0.474,334.882,1740.16,0.15584415584415,0.068520433,0.088967152,-0.296341786,0.846945213,1,-1
12.55337577,3.732216294,1.739846772,3.876,6.245,2.931,9.389,1.859,8.571,327.152,0.0,-1.84415584415585,-0.025239743,0.111754925,0.476345856,-0.116100212,1,-10.18443785,-1.828680457,-1.174233792,-2.303,0.359,4.121,0.964,-2.042,-1.507,271.873,676.64,-1.84415584415585,0.224760257,1.811754925,-0.603654144,0.083899788,1,-1
12.55337577,3.732216294,1.739846772,3.876,6.245,2.931,9.389,1.859,8.571,327.152,0.0,-1.84415584415585,-0.025239743,0.111754925,0.476345856,-0.116100212,1,-2.05910354,0.419164622,1.473700644,4.71903575,-3.459392972,-3.099917082,3.903475624,-4.793611076,-1.652781825,333.858,0.0,2.15584415584415,-0.517719391,-0.81382062,-0.889029429,-0.890009362,1,-1
12.55337577,3.732216294,1.739846772,3.876,6.245,2.931,9.389,1.859,8.571,327.152,0.0,-1.84415584415585,-0.025239743,0.111754925,0.476345856,-0.116100212,1,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,-13.18658201,2.127020051,0.877637564,-1.736,8.812,-2.212,3.812,-1.651,-1.114,277.7,2311.4,-0.84415584415585,0.331640345,0.610361039,0.090002035,-0.534577499,1,-1
5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,-13.46537195,-1.967832342,0.498186395,-0.164,-5.224,-4.229,-8.67,-3.969,-0.125,239.269,2301.0,0.15584415584415,0.248520433,0.088967152,0.493658214,-0.153054787,1,-1
5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,-4.264612907,-0.84212134,-2.520758527,5.909,-6.003,-3.956,-2.36,-5.712,-1.721,293.219,2512.4,0.15584415584415,0.168520433,-0.371032848,0.263658214,0.046945213,1,-1
5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,-4.46077182,4.4490893,-2.207962578,4.44,-2.0,-4.058,-5.066,0.274,-2.605,337.111,1971.42,-1.84415584415585,-0.205239743,0.051754925,0.426345856,-0.016100212,1,-1
5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,0.686585386,-10.20423518,1.023598345,-1.521,-0.667,3.131,3.804,0.157,-1.905,307.521,2155.2,-1.84415584415585,0.104760257,-0.308245075,-0.783654144,-0.416100212,1,-1
-0.380686743,-4.958473722,-2.897021395,1.332,-5.115,-1.199,1.307,-4.609,-1.705,299.955,489.8,0.15584415584415,-0.431479567,0.728967152,-1.566341786,-1.053054787,0,-8.111613285,0.347797241,-1.506195123,3.327,-2.74,2.736,8.373,-3.227,-0.34,327.769,3127.6,-0.84415584415585,0.531640345,-0.469638961,0.530002035,1.465422501,0,-1
-4.264612907,-0.84212134,-2.520758527,5.909,-6.003,-3.956,-2.36,-5.712,-1.721,293.219,2512.4,0.15584415584415,0.168520433,-0.371032848,0.263658214,0.046945213,1,0.686585386,-10.20423518,1.023598345,-1.521,-0.667,3.131,3.804,0.157,-1.905,307.521,2155.2,-1.84415584415585,0.104760257,-0.308245075,-0.783654144,-0.416100212,1,-1
8.117263712,4.217252008,0.585996982,-1.386,-0.677,-3.008,-4.514,-4.532,1.75,295.94,3165.4,-2.84415584415585,0.117880169,0.453148811,0.602689678,1.202377076,0,-6.874511499,-2.140519902,0.643160853,7.019,-7.031,-6.511,11.258,-7.408,1.177,244.47,2866.6,2.15584415584415,0.022280609,-0.64382062,0.170970571,-1.190009362,1,-1
8.117263712,4.217252008,0.585996982,-1.386,-0.677,-3.008,-4.514,-4.532,1.75,295.94,3165.4,-2.84415584415585,0.117880169,0.453148811,0.602689678,1.202377076,0,-4.264612907,-0.84212134,-2.520758527,5.909,-6.003,-3.956,-2.36,-5.712,-1.721,293.219,2512.4,0.15584415584415,0.168520433,-0.371032848,0.263658214,0.046945213,1,-1
8.117263712,4.217252008,0.585996982,-1.386,-0.677,-3.008,-4.514,-4.532,1.75,295.94,3165.4,-2.84415584415585,0.117880169,0.453148811,0.602689678,1.202377076,0,0.686585386,-10.20423518,1.023598345,-1.521,-0.667,3.131,3.804,0.157,-1.905,307.521,2155.2,-1.84415584415585,0.104760257,-0.308245075,-0.783654144,-0.416100212,1,-1
7.422644012,1.498171185,0.951424493,8.567,10.785,0.935,3.778,-6.568,3.245,259.166,2793.4,4.15584415584415,0.136040785,-0.016608393,0.798282929,-0.026963937,1,4.179960178,-0.660704615,-0.860443877,-4.007,-0.581,4.33,-1.694,0.448,0.052,308.962,2519.2,0.15584415584415,-0.041479567,0.908967152,-1.326341786,-0.553054787,1,-1
1.434858351,-3.792817574,1.778471523,1.422,-4.275,4.15,-4.02,2.382,3.697,331.157,0.0,-0.84415584415585,0.791640345,1.180361039,0.980002035,2.465422501,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
1.434858351,-3.792817574,1.778471523,1.422,-4.275,4.15,-4.02,2.382,3.697,331.157,0.0,-0.84415584415585,0.791640345,1.180361039,0.980002035,2.465422501,0,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
-6.695933472,-1.611787757,-0.073069055,0.825,0.874,2.075,3.346,0.133,-2.209,243.78,1621.3,0.15584415584415,-0.091479567,-0.001032848,-0.146341786,-1.153054787,1,11.91211463,8.714691488,2.061039536,10.46,-3.733,-0.756,10.671,-4.082,-1.639,305.478,1340.28,-2.84415584415585,0.087880169,1.143148811,-0.687310322,0.202377076,1,-1
-9.194292851,-2.128292473,-0.996750875,-7.55,-4.937,2.764,-12.07,-1.402,-1.632,290.964,0.0,1.15584415584415,-0.294599479,-1.042426734,0.137314393,0.128467926,1,0.0,0.0,0.0,14.037,8.557,6.204,18.825,0.74,-1.562,329.205,418.76,0.15584415584415,0.188520433,-0.061032848,0.243658214,-1.453054787,1,-1
3.8140543,-2.296490543,-1.901293284,5.588,-0.829,1.428,-5.804,2.132,-2.476,271.559,2377.0,0.15584415584415,-0.021479567,-0.531032848,-0.016341786,-0.953054787,1,-8.111613285,0.347797241,-1.506195123,3.327,-2.74,2.736,8.373,-3.227,-0.34,327.769,3127.6,-0.84415584415585,0.531640345,-0.469638961,0.530002035,1.465422501,0,-1
-8.111613285,0.347797241,-1.506195123,3.327,-2.74,2.736,8.373,-3.227,-0.34,327.769,3127.6,-0.84415584415585,0.531640345,-0.469638961,0.530002035,1.465422501,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
-8.111613285,0.347797241,-1.506195123,3.327,-2.74,2.736,8.373,-3.227,-0.34,327.769,3127.6,-0.84415584415585,0.531640345,-0.469638961,0.530002035,1.465422501,0,0.0,0.0,0.0,-4.194,-2.179,7.878,-4.623,-1.102,3.716,333.858,2542.4,-0.84415584415585,-1.488359655,-0.729638961,0.860002035,0.265422501,1,-1
2.985953781,-0.253884228,-3.963779912,-3.95,2.083,-3.791,-0.09,2.144,-2.687,275.438,1257.18,0.15584415584415,0.038520433,0.088967152,0.293658214,0.046945213,0,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
2.301794203,0.327534992,2.277754786,-7.866,1.058,3.357,-3.717,3.59,4.297,273.469,0.0,2.15584415584415,0.182280609,0.03617938,0.500970571,0.609990638,0,-1.1621682,1.066431242,3.215203432,0.806,-2.859,3.524,-5.32,-1.46,-1.842,225.12,1758.3,1.15584415584415,-0.044599479,-0.142426734,0.917314393,-0.071532074,1,-1
2.301794203,0.327534992,2.277754786,-7.866,1.058,3.357,-3.717,3.59,4.297,273.469,0.0,2.15584415584415,0.182280609,0.03617938,0.500970571,0.609990638,0,-5.899212528,-2.963924986,1.905127233,3.743,3.209,0.411,-7.297,2.51,-3.5,250.216,1945.38,0.15584415584415,-0.051479567,0.368967152,0.073658214,-0.353054787,1,-1
-1.789242749,3.979159904,1.601251937,-5.2,-0.135,-5.074,-12.173,5.019,-3.543,205.446,3038.4,-1.84415584415585,-0.095239743,-0.188245075,0.546345856,0.783899788,0,-13.18658201,2.127020051,0.877637564,-1.736,8.812,-2.212,3.812,-1.651,-1.114,277.7,2311.4,-0.84415584415585,0.331640345,0.610361039,0.090002035,-0.534577499,1,-1
-1.789242749,3.979159904,1.601251937,-5.2,-0.135,-5.074,-12.173,5.019,-3.543,205.446,3038.4,-1.84415584415585,-0.095239743,-0.188245075,0.546345856,0.783899788,0,2.74294069,6.02047481,1.610695602,-3.355,-3.455,1.875,4.212,-5.668,5.801,296.903,1770.22,0.15584415584415,0.498520433,-0.211032848,0.463658214,-0.553054787,0,-1
9.499406548,-9.673357241,3.087765508,-8.432,2.955,1.124,-8.386,6.22,2.724,271.165,2987.2,1.15584415584415,-0.024599479,0.497573266,-0.302685607,0.828467926,1,4.179960178,-0.660704615,-0.860443877,-4.007,-0.581,4.33,-1.694,0.448,0.052,308.962,2519.2,0.15584415584415,-0.041479567,0.908967152,-1.326341786,-0.553054787,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,-13.18658201,2.127020051,0.877637564,-1.736,8.812,-2.212,3.812,-1.651,-1.114,277.7,2311.4,-0.84415584415585,0.331640345,0.610361039,0.090002035,-0.534577499,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,5.982604678,-3.183772875,-1.166534929,0.528,-8.904,-2.3,-3.571,-3.707,-3.229,299.263,1989.52,0.15584415584415,-0.471479567,-0.511032848,0.423658214,0.246945213,0,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,-9.194292851,-2.128292473,-0.996750875,-7.55,-4.937,2.764,-12.07,-1.402,-1.632,290.964,0.0,1.15584415584415,-0.294599479,-1.042426734,0.137314393,0.128467926,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,-7.387341021,3.43940934,-0.96696654,12.595,-4.301,-2.761,25.137,2.825,-4.064,318.887,2526.4,-3.84415584415585,0.011000081,-0.315457302,0.949033499,0.220854363,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,0.686585386,-10.20423518,1.023598345,-1.521,-0.667,3.131,3.804,0.157,-1.905,307.521,2155.2,-1.84415584415585,0.104760257,-0.308245075,-0.783654144,-0.416100212,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,0.0,0.0,0.0,14.037,8.557,6.204,18.825,0.74,-1.562,329.205,418.76,0.15584415584415,0.188520433,-0.061032848,0.243658214,-1.453054787,1,-1
6.517980661,-2.029490449,-2.296819243,-4.078,5.098,-4.914,4.841,-4.052,-0.428,255.159,0.0,-2.84415584415585,0.197880169,-0.506851189,-0.147310322,-0.597622924,0,2.604922028,3.16710584,-3.609498042,9.848,-4.843,-3.553,4.002,3.032,-1.653,242.772,1909.22,-1.84415584415585,-0.575239743,-0.568245075,0.096345856,-0.116100212,1,-1
3.823961883,6.831333805,-0.670510102,-0.911,-8.97,-0.762,-8.835,-4.957,0.373,350.389,1500.96,-0.84415584415585,-0.038359655,-0.169638961,0.400002035,0.865422501,0,4.749817444,8.399424718,0.078648135,-5.342,-0.315,2.862,-4.973,-1.106,-1.294,347.15,2627.6,3.15584415584415,-0.760839303,-0.915214507,-0.72537325,-0.108486649,0,-1
-0.263475927,-1.399480586,0.361665244,-1.666,-0.302,-1.551,-0.661,1.402,0.432,293.471,2049.0,1.15584415584415,0.805400521,0.627573266,0.567314393,0.528467926,0,1.833433789,-0.148148207,1.247748499,-3.362771084,-0.726350885,-3.042736775,-3.161768005,5.384423362,-7.047831168,268.164,2092.2,-0.84415584415585,-0.518359655,0.590361039,-0.639997965,-0.734577499,0,-1
