,schedule_season,team_home,score_home,score_away,team_away
9741,2009,Pittsburgh Steelers,13.0,10.0,Tennessee Titans
9742,2009,Arizona Cardinals,16.0,20.0,San Francisco 49ers
9743,2009,Atlanta Falcons,19.0,7.0,Miami Dolphins
9744,2009,Baltimore Ravens,38.0,24.0,Kansas City Chiefs
9745,2009,Carolina Panthers,10.0,38.0,Philadelphia Eagles
9746,2009,Cincinnati Bengals,7.0,12.0,Denver Broncos
9747,2009,Cleveland Browns,20.0,34.0,Minnesota Vikings
9748,2009,Green Bay Packers,21.0,15.0,Chicago Bears
9749,2009,Houston Texans,7.0,24.0,New York Jets
9750,2009,Indianapolis Colts,14.0,12.0,Jacksonville Jaguars
9751,2009,New Orleans Saints,45.0,27.0,Detroit Lions
9752,2009,New York Giants,23.0,17.0,Washington Redskins
9753,2009,Seattle Seahawks,28.0,0.0,St. Louis Rams
9754,2009,Tampa Bay Buccaneers,21.0,34.0,Dallas Cowboys
9755,2009,New England Patriots,25.0,24.0,Buffalo Bills
9756,2009,Oakland Raiders,20.0,24.0,San Diego Chargers
9757,2009,Atlanta Falcons,28.0,20.0,Carolina Panthers
9758,2009,Buffalo Bills,33.0,20.0,Tampa Bay Buccaneers
9759,2009,Chicago Bears,17.0,14.0,Pittsburgh Steelers
9760,2009,Dallas Cowboys,31.0,33.0,New York Giants
9761,2009,Denver Broncos,27.0,6.0,Cleveland Browns
9762,2009,Detroit Lions,13.0,27.0,Minnesota Vikings
9763,2009,Green Bay Packers,24.0,31.0,Cincinnati Bengals
9764,2009,Jacksonville Jaguars,17.0,31.0,Arizona Cardinals
9765,2009,Kansas City Chiefs,10.0,13.0,Oakland Raiders
9766,2009,New York Jets,16.0,9.0,New England Patriots
9767,2009,Philadelphia Eagles,22.0,48.0,New Orleans Saints
9768,2009,San Diego Chargers,26.0,31.0,Baltimore Ravens
9769,2009,San Francisco 49ers,23.0,10.0,Seattle Seahawks
9770,2009,Tennessee Titans,31.0,34.0,Houston Texans
9771,2009,Washington Redskins,9.0,7.0,St. Louis Rams
9772,2009,Miami Dolphins,23.0,27.0,Indianapolis Colts
9773,2009,Arizona Cardinals,10.0,31.0,Indianapolis Colts
9774,2009,Baltimore Ravens,34.0,3.0,Cleveland Browns
9775,2009,Buffalo Bills,7.0,27.0,New Orleans Saints
9776,2009,Cincinnati Bengals,23.0,20.0,Pittsburgh Steelers
9777,2009,Detroit Lions,19.0,14.0,Washington Redskins
9778,2009,Houston Texans,24.0,31.0,Jacksonville Jaguars
9779,2009,Minnesota Vikings,27.0,24.0,San Francisco 49ers
9780,2009,New England Patriots,26.0,10.0,Atlanta Falcons
9781,2009,New York Jets,24.0,17.0,Tennessee Titans
9782,2009,Oakland Raiders,3.0,23.0,Denver Broncos
9783,2009,Philadelphia Eagles,34.0,14.0,Kansas City Chiefs
9784,2009,San Diego Chargers,23.0,13.0,Miami Dolphins
9785,2009,Seattle Seahawks,19.0,25.0,Chicago Bears
9786,2009,St. Louis Rams,17.0,36.0,Green Bay Packers
9787,2009,Tampa Bay Buccaneers,0.0,24.0,New York Giants
9788,2009,Dallas Cowboys,21.0,7.0,Carolina Panthers
9789,2009,Chicago Bears,48.0,24.0,Detroit Lions
9790,2009,Cleveland Browns,20.0,23.0,Cincinnati Bengals
9791,2009,Denver Broncos,17.0,10.0,Dallas Cowboys
9792,2009,Houston Texans,29.0,6.0,Oakland Raiders
9793,2009,Indianapolis Colts,34.0,17.0,Seattle Seahawks
9794,2009,Jacksonville Jaguars,37.0,17.0,Tennessee Titans
9795,2009,Kansas City Chiefs,16.0,27.0,New York Giants
9796,2009,Miami Dolphins,38.0,10.0,Buffalo Bills
9797,2009,New England Patriots,27.0,21.0,Baltimore Ravens
9798,2009,New Orleans Saints,24.0,10.0,New York Jets
9799,2009,Pittsburgh Steelers,38.0,28.0,San Diego Chargers
9800,2009,San Francisco 49ers,35.0,0.0,St. Louis Rams
9801,2009,Washington Redskins,16.0,13.0,Tampa Bay Buccaneers
9802,2009,Minnesota Vikings,30.0,23.0,Green Bay Packers
9803,2009,Arizona Cardinals,28.0,21.0,Houston Texans
9804,2009,Baltimore Ravens,14.0,17.0,Cincinnati Bengals
9805,2009,Buffalo Bills,3.0,6.0,Cleveland Browns
9806,2009,Carolina Panthers,20.0,17.0,Washington Redskins
9807,2009,Denver Broncos,20.0,17.0,New England Patriots
9808,2009,Detroit Lions,20.0,28.0,Pittsburgh Steelers
9809,2009,Kansas City Chiefs,20.0,26.0,Dallas Cowboys
9810,2009,New York Giants,44.0,7.0,Oakland Raiders
9811,2009,Philadelphia Eagles,33.0,14.0,Tampa Bay Buccaneers
9812,2009,San Francisco 49ers,10.0,45.0,Atlanta Falcons
9813,2009,Seattle Seahawks,41.0,0.0,Jacksonville Jaguars
9814,2009,St. Louis Rams,10.0,38.0,Minnesota Vikings
9815,2009,Tennessee Titans,9.0,31.0,Indianapolis Colts
9816,2009,Miami Dolphins,31.0,27.0,New York Jets
9817,2009,Atlanta Falcons,21.0,14.0,Chicago Bears
9818,2009,Cincinnati Bengals,17.0,28.0,Houston Texans
9819,2009,Green Bay Packers,26.0,0.0,Detroit Lions
9820,2009,Jacksonville Jaguars,23.0,20.0,St. Louis Rams
9821,2009,Minnesota Vikings,33.0,31.0,Baltimore Ravens
9822,2009,New England Patriots,59.0,0.0,Tennessee Titans
9823,2009,New Orleans Saints,48.0,27.0,New York Giants
9824,2009,New York Jets,13.0,16.0,Buffalo Bills
9825,2009,Oakland Raiders,13.0,9.0,Philadelphia Eagles
9826,2009,Pittsburgh Steelers,27.0,14.0,Cleveland Browns
9827,2009,Seattle Seahawks,3.0,27.0,Arizona Cardinals
9828,2009,Tampa Bay Buccaneers,21.0,28.0,Carolina Panthers
9829,2009,Washington Redskins,6.0,14.0,Kansas City Chiefs
9830,2009,San Diego Chargers,23.0,34.0,Denver Broncos
9831,2009,Carolina Panthers,9.0,20.0,Buffalo Bills
9832,2009,Cincinnati Bengals,45.0,10.0,Chicago Bears
9833,2009,Cleveland Browns,3.0,31.0,Green Bay Packers
9834,2009,Dallas Cowboys,37.0,21.0,Atlanta Falcons
9835,2009,Houston Texans,24.0,21.0,San Francisco 49ers
9836,2009,Kansas City Chiefs,7.0,37.0,San Diego Chargers
9837,2009,Miami Dolphins,34.0,46.0,New Orleans Saints
9838,2009,New York Giants,17.0,24.0,Arizona Cardinals
9839,2009,Oakland Raiders,0.0,38.0,New York Jets
9840,2009,Pittsburgh Steelers,27.0,17.0,Minnesota Vikings
9841,2009,St. Louis Rams,6.0,42.0,Indianapolis Colts
9842,2009,Tampa Bay Buccaneers,7.0,35.0,New England Patriots
9843,2009,Washington Redskins,17.0,27.0,Philadelphia Eagles
9844,2009,Arizona Cardinals,21.0,34.0,Carolina Panthers
9845,2009,Baltimore Ravens,30.0,7.0,Denver Broncos
9846,2009,Buffalo Bills,10.0,31.0,Houston Texans
9847,2009,Chicago Bears,30.0,6.0,Cleveland Browns
9848,2009,Dallas Cowboys,38.0,17.0,Seattle Seahawks
9849,2009,Detroit Lions,10.0,17.0,St. Louis Rams
9850,2009,Green Bay Packers,26.0,38.0,Minnesota Vikings
9851,2009,Indianapolis Colts,18.0,14.0,San Francisco 49ers
9852,2009,New York Jets,25.0,30.0,Miami Dolphins
9853,2009,Philadelphia Eagles,40.0,17.0,New York Giants
9854,2009,San Diego Chargers,24.0,16.0,Oakland Raiders
9855,2009,Tennessee Titans,30.0,13.0,Jacksonville Jaguars
9856,2009,New Orleans Saints,35.0,27.0,Atlanta Falcons
9857,2009,Atlanta Falcons,31.0,17.0,Washington Redskins
9858,2009,Chicago Bears,21.0,41.0,Arizona Cardinals
9859,2009,Cincinnati Bengals,17.0,7.0,Baltimore Ravens
9860,2009,Indianapolis Colts,20.0,17.0,Houston Texans
9861,2009,Jacksonville Jaguars,24.0,21.0,Kansas City Chiefs
9862,2009,New England Patriots,27.0,17.0,Miami Dolphins
9863,2009,New Orleans Saints,30.0,20.0,Carolina Panthers
9864,2009,New York Giants,20.0,21.0,San Diego Chargers
9865,2009,Philadelphia Eagles,16.0,20.0,Dallas Cowboys
9866,2009,San Francisco 49ers,27.0,34.0,Tennessee Titans
9867,2009,Seattle Seahawks,32.0,20.0,Detroit Lions
9868,2009,Tampa Bay Buccaneers,38.0,28.0,Green Bay Packers
9869,2009,Denver Broncos,10.0,28.0,Pittsburgh Steelers
9870,2009,San Francisco 49ers,10.0,6.0,Chicago Bears
9871,2009,Arizona Cardinals,31.0,20.0,Seattle Seahawks
9872,2009,Carolina Panthers,28.0,19.0,Atlanta Falcons
9873,2009,Green Bay Packers,17.0,7.0,Dallas Cowboys
9874,2009,Indianapolis Colts,35.0,34.0,New England Patriots
9875,2009,Miami Dolphins,25.0,23.0,Tampa Bay Buccaneers
9876,2009,Minnesota Vikings,27.0,10.0,Detroit Lions
9877,2009,New York Jets,22.0,24.0,Jacksonville Jaguars
9878,2009,Oakland Raiders,10.0,16.0,Kansas City Chiefs
9879,2009,Pittsburgh Steelers,12.0,18.0,Cincinnati Bengals
9880,2009,San Diego Chargers,31.0,23.0,Philadelphia Eagles
9881,2009,St. Louis Rams,23.0,28.0,New Orleans Saints
9882,2009,Tennessee Titans,41.0,17.0,Buffalo Bills
9883,2009,Washington Redskins,27.0,17.0,Denver Broncos
9884,2009,Cleveland Browns,0.0,16.0,Baltimore Ravens
9885,2009,Carolina Panthers,17.0,24.0,Miami Dolphins
9886,2009,Baltimore Ravens,15.0,17.0,Indianapolis Colts
9887,2009,Chicago Bears,20.0,24.0,Philadelphia Eagles
9888,2009,Dallas Cowboys,7.0,6.0,Washington Redskins
9889,2009,Denver Broncos,3.0,32.0,San Diego Chargers
9890,2009,Detroit Lions,38.0,37.0,Cleveland Browns
9891,2009,Green Bay Packers,30.0,24.0,San Francisco 49ers
9892,2009,Jacksonville Jaguars,18.0,15.0,Buffalo Bills
9893,2009,Kansas City Chiefs,27.0,24.0,Pittsburgh Steelers
9894,2009,Minnesota Vikings,35.0,9.0,Seattle Seahawks
9895,2009,New England Patriots,31.0,14.0,New York Jets
9896,2009,New York Giants,34.0,31.0,Atlanta Falcons
9897,2009,Oakland Raiders,20.0,17.0,Cincinnati Bengals
9898,2009,St. Louis Rams,13.0,21.0,Arizona Cardinals
9899,2009,Tampa Bay Buccaneers,7.0,38.0,New Orleans Saints
9900,2009,Houston Texans,17.0,20.0,Tennessee Titans
9901,2009,Dallas Cowboys,24.0,7.0,Oakland Raiders
9902,2009,Denver Broncos,26.0,6.0,New York Giants
9903,2009,Detroit Lions,12.0,34.0,Green Bay Packers
9904,2009,Atlanta Falcons,20.0,17.0,Tampa Bay Buccaneers
9905,2009,Baltimore Ravens,20.0,17.0,Pittsburgh Steelers
9906,2009,Buffalo Bills,31.0,14.0,Miami Dolphins
9907,2009,Cincinnati Bengals,16.0,7.0,Cleveland Browns
9908,2009,Houston Texans,27.0,35.0,Indianapolis Colts
9909,2009,Minnesota Vikings,36.0,10.0,Chicago Bears
9910,2009,New York Jets,17.0,6.0,Carolina Panthers
9911,2009,Philadelphia Eagles,27.0,24.0,Washington Redskins
9912,2009,San Diego Chargers,43.0,14.0,Kansas City Chiefs
9913,2009,San Francisco 49ers,20.0,3.0,Jacksonville Jaguars
9914,2009,St. Louis Rams,17.0,27.0,Seattle Seahawks
9915,2009,Tennessee Titans,20.0,17.0,Arizona Cardinals
9916,2009,New Orleans Saints,38.0,17.0,New England Patriots
9917,2009,Buffalo Bills,13.0,19.0,New York Jets
9918,2009,Arizona Cardinals,30.0,17.0,Minnesota Vikings
9919,2009,Atlanta Falcons,7.0,34.0,Philadelphia Eagles
9920,2009,Carolina Panthers,16.0,6.0,Tampa Bay Buccaneers
9921,2009,Chicago Bears,17.0,9.0,St. Louis Rams
9922,2009,Cincinnati Bengals,23.0,13.0,Detroit Lions
9923,2009,Cleveland Browns,23.0,30.0,San Diego Chargers
9924,2009,Indianapolis Colts,27.0,17.0,Tennessee Titans
9925,2009,Jacksonville Jaguars,23.0,18.0,Houston Texans
9926,2009,Kansas City Chiefs,13.0,44.0,Denver Broncos
9927,2009,Miami Dolphins,22.0,21.0,New England Patriots
9928,2009,New York Giants,31.0,24.0,Dallas Cowboys
9929,2009,Pittsburgh Steelers,24.0,27.0,Oakland Raiders
9930,2009,Seattle Seahawks,20.0,17.0,San Francisco 49ers
9931,2009,Washington Redskins,30.0,33.0,New Orleans Saints
9932,2009,Green Bay Packers,27.0,14.0,Baltimore Ravens
9933,2009,Cleveland Browns,13.0,6.0,Pittsburgh Steelers
9934,2009,Atlanta Falcons,23.0,26.0,New Orleans Saints
9935,2009,Baltimore Ravens,48.0,3.0,Detroit Lions
9936,2009,Chicago Bears,14.0,21.0,Green Bay Packers
9937,2009,Dallas Cowboys,17.0,20.0,San Diego Chargers
9938,2009,Houston Texans,34.0,7.0,Seattle Seahawks
9939,2009,Indianapolis Colts,28.0,16.0,Denver Broncos
9940,2009,Jacksonville Jaguars,10.0,14.0,Miami Dolphins
9941,2009,Kansas City Chiefs,10.0,16.0,Buffalo Bills
9942,2009,Minnesota Vikings,30.0,10.0,Cincinnati Bengals
9943,2009,New England Patriots,20.0,10.0,Carolina Panthers
9944,2009,New York Giants,38.0,45.0,Philadelphia Eagles
9945,2009,Oakland Raiders,13.0,34.0,Washington Redskins
9946,2009,Tampa Bay Buccaneers,3.0,26.0,New York Jets
9947,2009,Tennessee Titans,47.0,7.0,St. Louis Rams
9948,2009,San Francisco 49ers,24.0,9.0,Arizona Cardinals
9949,2009,Jacksonville Jaguars,31.0,35.0,Indianapolis Colts
9950,2009,New Orleans Saints,17.0,24.0,Dallas Cowboys
9951,2009,Baltimore Ravens,31.0,7.0,Chicago Bears
9952,2009,Buffalo Bills,10.0,17.0,New England Patriots
9953,2009,Carolina Panthers,26.0,7.0,Minnesota Vikings
9954,2009,Denver Broncos,19.0,20.0,Oakland Raiders
9955,2009,Detroit Lions,24.0,31.0,Arizona Cardinals
9956,2009,Kansas City Chiefs,34.0,41.0,Cleveland Browns
9957,2009,New York Jets,7.0,10.0,Atlanta Falcons
9958,2009,Philadelphia Eagles,27.0,13.0,San Francisco 49ers
9959,2009,Pittsburgh Steelers,37.0,36.0,Green Bay Packers
9960,2009,San Diego Chargers,27.0,24.0,Cincinnati Bengals
9961,2009,Seattle Seahawks,7.0,24.0,Tampa Bay Buccaneers
9962,2009,St. Louis Rams,13.0,16.0,Houston Texans
9963,2009,Tennessee Titans,27.0,24.0,Miami Dolphins
9964,2009,Washington Redskins,12.0,45.0,New York Giants
9965,2009,Tennessee Titans,17.0,42.0,San Diego Chargers
9966,2009,Arizona Cardinals,31.0,10.0,St. Louis Rams
9967,2009,Atlanta Falcons,31.0,3.0,Buffalo Bills
9968,2009,Cincinnati Bengals,17.0,10.0,Kansas City Chiefs
9969,2009,Cleveland Browns,23.0,9.0,Oakland Raiders
9970,2009,Green Bay Packers,48.0,10.0,Seattle Seahawks
9971,2009,Indianapolis Colts,15.0,29.0,New York Jets
9972,2009,Miami Dolphins,20.0,27.0,Houston Texans
9973,2009,New England Patriots,35.0,7.0,Jacksonville Jaguars
9974,2009,New Orleans Saints,17.0,20.0,Tampa Bay Buccaneers
9975,2009,New York Giants,9.0,41.0,Carolina Panthers
9976,2009,Philadelphia Eagles,30.0,27.0,Denver Broncos
9977,2009,Pittsburgh Steelers,23.0,20.0,Baltimore Ravens
9978,2009,San Francisco 49ers,20.0,6.0,Detroit Lions
9979,2009,Washington Redskins,0.0,17.0,Dallas Cowboys
9980,2009,Chicago Bears,36.0,30.0,Minnesota Vikings
9981,2009,Arizona Cardinals,7.0,33.0,Green Bay Packers
9982,2009,Buffalo Bills,30.0,7.0,Indianapolis Colts
9983,2009,Carolina Panthers,23.0,10.0,New Orleans Saints
9984,2009,Cleveland Browns,23.0,17.0,Jacksonville Jaguars
9985,2009,Dallas Cowboys,24.0,0.0,Philadelphia Eagles
9986,2009,Denver Broncos,24.0,44.0,Kansas City Chiefs
9987,2009,Detroit Lions,23.0,37.0,Chicago Bears
9988,2009,Houston Texans,34.0,27.0,New England Patriots
9989,2009,Miami Dolphins,24.0,30.0,Pittsburgh Steelers
9990,2009,Minnesota Vikings,44.0,7.0,New York Giants
9991,2009,New York Jets,37.0,0.0,Cincinnati Bengals
9992,2009,Oakland Raiders,13.0,21.0,Baltimore Ravens
9993,2009,San Diego Chargers,23.0,20.0,Washington Redskins
9994,2009,Seattle Seahawks,13.0,17.0,Tennessee Titans
9995,2009,St. Louis Rams,6.0,28.0,San Francisco 49ers
9996,2009,Tampa Bay Buccaneers,10.0,20.0,Atlanta Falcons
9997,2009,Cincinnati Bengals,14.0,24.0,New York Jets
9998,2009,Dallas Cowboys,34.0,14.0,Philadelphia Eagles
9999,2009,Arizona Cardinals,51.0,45.0,Green Bay Packers
10000,2009,New England Patriots,14.0,33.0,Baltimore Ravens
10001,2009,Indianapolis Colts,20.0,3.0,Baltimore Ravens
10002,2009,New Orleans Saints,45.0,14.0,Arizona Cardinals
10003,2009,Minnesota Vikings,34.0,3.0,Dallas Cowboys
10004,2009,San Diego Chargers,14.0,17.0,New York Jets
10005,2009,Indianapolis Colts,30.0,17.0,New York Jets
10006,2009,New Orleans Saints,31.0,28.0,Minnesota Vikings
10007,2009,Indianapolis Colts,17.0,31.0,New Orleans Saints
